date,ticker,Flow,flow_btc,flow_usd
2024-05-13 00:00:00,TOTAL,,,52098078641.0
2024-05-14 00:00:00,ARKB (Ark 21Shares),,,2810478846.0
2024-05-14 00:00:00,BITB (Bitwise),,,2097733650.0
2024-05-14 00:00:00,BRRR (Valkyrie),,,498512855.0
2024-05-14 00:00:00,BTC (Grayscale Mini),0.0,,
2024-05-14 00:00:00,BTCO (Invesco Galaxy),,,420400000.0
2024-05-14 00:00:00,BTCW (WisdomTree),,,69571480.0
2024-05-14 00:00:00,DEFI (Hashdex),,,11280000.0
2024-05-14 00:00:00,EZBC (Franklin Templeton),,,371000000.0
2024-05-14 00:00:00,FBTC (Fidelity),,,9460106519.0
2024-05-14 00:00:00,GBTC (Grayscale),,,17809671029.0
2024-05-14 00:00:00,HODL (VanEck),,,581014983.0
2024-05-14 00:00:00,IBIT (BlackRock),,,16897375476.0
2024-05-14 00:00:00,TOTAL,,,51027144838.0
2024-05-15 00:00:00,ARKB (Ark 21Shares),,,3051415904.0
2024-05-15 00:00:00,BITB (Bitwise),,,2335063080.0
2024-05-15 00:00:00,BRRR (Valkyrie),,,535719124.0
2024-05-15 00:00:00,BTC (Grayscale Mini),0.0,,
2024-05-15 00:00:00,BTCO (Invesco Galaxy),,,457200000.0
2024-05-15 00:00:00,BTCW (WisdomTree),,,74581850.0
2024-05-15 00:00:00,DEFI (Hashdex),,,12130000.0
2024-05-15 00:00:00,EZBC (Franklin Templeton),,,399630000.0
2024-05-15 00:00:00,FBTC (Fidelity),,,10277226037.0
2024-05-15 00:00:00,GBTC (Grayscale),,,19066108920.0
2024-05-15 00:00:00,HODL (VanEck),,,624606870.0
2024-05-15 00:00:00,IBIT (BlackRock),,,18114283737.0
2024-05-15 00:00:00,TOTAL,,,54947965522.0
2024-05-16 00:00:00,ARKB (Ark 21Shares),,,3084009532.0
2024-05-16 00:00:00,BITB (Bitwise),,,2314001457.0
2024-05-16 00:00:00,BRRR (Valkyrie),,,539460000.0
2024-05-16 00:00:00,BTC (Grayscale Mini),0.0,,
2024-05-16 00:00:00,BTCO (Invesco Galaxy),,,455600000.0
2024-05-16 00:00:00,BTCW (WisdomTree),,,75945060.0
2024-05-16 00:00:00,DEFI (Hashdex),,,11940000.0
2024-05-16 00:00:00,EZBC (Franklin Templeton),,,397680000.0
2024-05-16 00:00:00,FBTC (Fidelity),,,10235142778.0
2024-05-16 00:00:00,GBTC (Grayscale),,,18826875577.0
2024-05-16 00:00:00,HODL (VanEck),,,626066644.0
2024-05-16 00:00:00,IBIT (BlackRock),,,17939906073.0
2024-05-16 00:00:00,TOTAL,,,54506627121.0
2024-05-17 00:00:00,ARKB (Ark 21Shares),,,3168696424.0
2024-05-17 00:00:00,BITB (Bitwise),,,2390808926.0
2024-05-17 00:00:00,BRRR (Valkyrie),,,566154187.0
2024-05-17 00:00:00,BTC (Grayscale Mini),0.0,,
2024-05-17 00:00:00,BTCO (Invesco Galaxy),,,475400000.0
2024-05-17 00:00:00,BTCW (WisdomTree),,,77784050.0
2024-05-17 00:00:00,DEFI (Hashdex),,,12290000.0
2024-05-17 00:00:00,EZBC (Franklin Templeton),,,411180000.0
2024-05-17 00:00:00,FBTC (Fidelity),,,10584732682.0
2024-05-17 00:00:00,GBTC (Grayscale),,,19373184485.0
2024-05-17 00:00:00,HODL (VanEck),,,641211852.0
2024-05-17 00:00:00,IBIT (BlackRock),,,18470218886.0
2024-05-17 00:00:00,TOTAL,,,56171661492.0
2024-05-20 00:00:00,ARKB (Ark 21Shares),,,3354424756.0
2024-05-20 00:00:00,BITB (Bitwise),,,2507412033.0
2024-05-20 00:00:00,BRRR (Valkyrie),,,593814211.0
2024-05-20 00:00:00,BTC (Grayscale Mini),0.0,,
2024-05-20 00:00:00,BTCO (Invesco Galaxy),,,502400000.0
2024-05-20 00:00:00,BTCW (WisdomTree),,,80667580.0
2024-05-20 00:00:00,DEFI (Hashdex),,,12860000.0
2024-05-20 00:00:00,EZBC (Franklin Templeton),,,426430000.0
2024-05-20 00:00:00,FBTC (Fidelity),,,11096629872.0
2024-05-20 00:00:00,GBTC (Grayscale),,,20274181160.0
2024-05-20 00:00:00,HODL (VanEck),,,674596488.0
2024-05-20 00:00:00,IBIT (BlackRock),,,19194157328.0
2024-05-20 00:00:00,TOTAL,,,58717573428.0
2024-05-21 00:00:00,ARKB (Ark 21Shares),,,3364791725.0
2024-05-21 00:00:00,BITB (Bitwise),,,2510996091.0
2024-05-21 00:00:00,BRRR (Valkyrie),,,595648764.0
2024-05-21 00:00:00,BTC (Grayscale Mini),0.0,,
2024-05-21 00:00:00,BTCO (Invesco Galaxy),,,496700000.0
2024-05-21 00:00:00,BTCW (WisdomTree),,,86090150.0
2024-05-21 00:00:00,DEFI (Hashdex),,,12690000.0
2024-05-21 00:00:00,EZBC (Franklin Templeton),,,427750000.0
2024-05-21 00:00:00,FBTC (Fidelity),,,11077471032.0
2024-05-21 00:00:00,GBTC (Grayscale),,,20056924437.0
2024-05-21 00:00:00,HODL (VanEck),,,676951210.0
2024-05-21 00:00:00,IBIT (BlackRock),,,19320036443.0
2024-05-21 00:00:00,TOTAL,,,58626049852.0
2024-05-22 00:00:00,ARKB (Ark 21Shares),,,3369846243.0
2024-05-22 00:00:00,BITB (Bitwise),,,2512178510.0
2024-05-22 00:00:00,BRRR (Valkyrie),,,595927128.0
2024-05-22 00:00:00,BTC (Grayscale Mini),0.0,,
2024-05-22 00:00:00,BTCO (Invesco Galaxy),,,499300000.0
2024-05-22 00:00:00,BTCW (WisdomTree),,,86130970.0
2024-05-22 00:00:00,DEFI (Hashdex),,,12750000.0
2024-05-22 00:00:00,EZBC (Franklin Templeton),,,427950000.0
2024-05-22 00:00:00,FBTC (Fidelity),,,11181240498.0
2024-05-22 00:00:00,GBTC (Grayscale),,,20144582329.0
2024-05-22 00:00:00,HODL (VanEck),,,671368332.0
2024-05-22 00:00:00,IBIT (BlackRock),,,19619212287.0
2024-05-22 00:00:00,TOTAL,,,59120486297.0
2024-05-23 00:00:00,ARKB (Ark 21Shares),,,3261859846.0
2024-05-23 00:00:00,BITB (Bitwise),,,2430177051.0
2024-05-23 00:00:00,BRRR (Valkyrie),,,576518000.0
2024-05-23 00:00:00,BTC (Grayscale Mini),0.0,,
2024-05-23 00:00:00,BTCO (Invesco Galaxy),,,481200000.0
2024-05-23 00:00:00,BTCW (WisdomTree),,,83320740.0
2024-05-23 00:00:00,DEFI (Hashdex),,,12280000.0
2024-05-23 00:00:00,EZBC (Franklin Templeton),,,413990000.0
2024-05-23 00:00:00,FBTC (Fidelity),,,10826214645.0
2024-05-23 00:00:00,GBTC (Grayscale),,,19401975305.0
2024-05-23 00:00:00,HODL (VanEck),,,649446577.0
2024-05-23 00:00:00,IBIT (BlackRock),,,19067853582.0
2024-05-23 00:00:00,TOTAL,,,57204835746.0
2024-05-24 00:00:00,ARKB (Ark 21Shares),,,3343175809.0
2024-05-24 00:00:00,BITB (Bitwise),,,2494091094.0
2024-05-24 00:00:00,BRRR (Valkyrie),,,590123155.0
2024-05-24 00:00:00,BTC (Grayscale Mini),0.0,,
2024-05-24 00:00:00,BTCO (Invesco Galaxy),,,497800000.0
2024-05-24 00:00:00,BTCW (WisdomTree),,,85293270.0
2024-05-24 00:00:00,DEFI (Hashdex),,,12700000.0
2024-05-24 00:00:00,EZBC (Franklin Templeton),,,423790000.0
2024-05-24 00:00:00,FBTC (Fidelity),,,11136568559.0
2024-05-24 00:00:00,GBTC (Grayscale),,,20002254770.0
2024-05-24 00:00:00,HODL (VanEck),,,674586407.0
2024-05-24 00:00:00,IBIT (BlackRock),,,19610263919.0
2024-05-24 00:00:00,TOTAL,,,58870646983.0
2024-05-28 00:00:00,ARKB (Ark 21Shares),,,3311654735.0
2024-05-28 00:00:00,BITB (Bitwise),,,2470874681.0
2024-05-28 00:00:00,BRRR (Valkyrie),,,583824761.0
2024-05-28 00:00:00,BTC (Grayscale Mini),0.0,,
2024-05-28 00:00:00,BTCO (Invesco Galaxy),,,492100000.0
2024-05-28 00:00:00,BTCW (WisdomTree),,,84385240.0
2024-05-28 00:00:00,DEFI (Hashdex),,,12520000.0
2024-05-28 00:00:00,EZBC (Franklin Templeton),,,419280000.0
2024-05-28 00:00:00,FBTC (Fidelity),,,11068086526.0
2024-05-28 00:00:00,GBTC (Grayscale),,,19758059668.0
2024-05-28 00:00:00,HODL (VanEck),,,682825458.0
2024-05-28 00:00:00,IBIT (BlackRock),,,19581178354.0
2024-05-28 00:00:00,TOTAL,,,58464789423.0
2024-05-29 00:00:00,ARKB (Ark 21Shares),,,3277419587.0
2024-05-29 00:00:00,BITB (Bitwise),,,2442107800.0
2024-05-29 00:00:00,BRRR (Valkyrie),,,578222412.0
2024-05-29 00:00:00,BTC (Grayscale Mini),0.0,,
2024-05-29 00:00:00,BTCO (Invesco Galaxy),,,487127500.0
2024-05-29 00:00:00,BTCW (WisdomTree),,,85204000.0
2024-05-29 00:00:00,DEFI (Hashdex),,,12300000.0
2024-05-29 00:00:00,EZBC (Franklin Templeton),,,414430000.0
2024-05-29 00:00:00,FBTC (Fidelity),,,10935897813.0
2024-05-29 00:00:00,GBTC (Grayscale),,,19281090974.0
2024-05-29 00:00:00,HODL (VanEck),,,674901000.0
2024-05-29 00:00:00,IBIT (BlackRock),,,19455589600.0
2024-05-29 00:00:00,TOTAL,,,57644290686.0
2024-05-30 00:00:00,ARKB (Ark 21Shares),,,3252316018.0
2024-05-30 00:00:00,BITB (Bitwise),,,2535295520.0
2024-05-30 00:00:00,BRRR (Valkyrie),,,591280400.0
2024-05-30 00:00:00,BTC (Grayscale Mini),0.0,,
2024-05-30 00:00:00,BTCO (Invesco Galaxy),,,499000000.0
2024-05-30 00:00:00,BTCW (WisdomTree),,,87878850.0
2024-05-30 00:00:00,DEFI (Hashdex),,,12570000.0
2024-05-30 00:00:00,EZBC (Franklin Templeton),,,423900000.0
2024-05-30 00:00:00,FBTC (Fidelity),,,11307432661.0
2024-05-30 00:00:00,GBTC (Grayscale),,,19696139217.0
2024-05-30 00:00:00,HODL (VanEck),,,690361292.0
2024-05-30 00:00:00,IBIT (BlackRock),,,19925658064.0
2024-05-30 00:00:00,TOTAL,,,59021832022.0
2024-05-31 00:00:00,ARKB (Ark 21Shares),,,3183378131.0
2024-05-31 00:00:00,BITB (Bitwise),,,2481558115.0
2024-05-31 00:00:00,BRRR (Valkyrie),,,578889916.0
2024-05-31 00:00:00,BTC (Grayscale Mini),0.0,,
2024-05-31 00:00:00,BTCO (Invesco Galaxy),,,493000000.0
2024-05-31 00:00:00,BTCW (WisdomTree),,,86016610.0
2024-05-31 00:00:00,DEFI (Hashdex),,,12350000.0
2024-05-31 00:00:00,EZBC (Franklin Templeton),,,414920000.0
2024-05-31 00:00:00,FBTC (Fidelity),,,11081649236.0
2024-05-31 00:00:00,GBTC (Grayscale),,,19385303504.0
2024-05-31 00:00:00,HODL (VanEck),,,675646046.0
2024-05-31 00:00:00,IBIT (BlackRock),,,19504767357.0
2024-05-31 00:00:00,TOTAL,,,57897478915.0
2024-06-03 00:00:00,ARKB (Ark 21Shares),,,3270566661.0
2024-06-03 00:00:00,BITB (Bitwise),,,2555500547.0
2024-06-03 00:00:00,BRRR (Valkyrie),,,592789513.0
2024-06-03 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-03 00:00:00,BTCO (Invesco Galaxy),,,504800000.0
2024-06-03 00:00:00,BTCW (WisdomTree),,,88083740.0
2024-06-03 00:00:00,DEFI (Hashdex),,,12650000.0
2024-06-03 00:00:00,EZBC (Franklin Templeton),,,424890000.0
2024-06-03 00:00:00,FBTC (Fidelity),,,11418246689.0
2024-06-03 00:00:00,GBTC (Grayscale),,,19713334277.0
2024-06-03 00:00:00,HODL (VanEck),,,689955280.0
2024-06-03 00:00:00,IBIT (BlackRock),,,20146367658.0
2024-06-03 00:00:00,TOTAL,,,59417184365.0
2024-06-04 00:00:00,ARKB (Ark 21Shares),,,3473595826.0
2024-06-04 00:00:00,BITB (Bitwise),,,2666818137.0
2024-06-04 00:00:00,BRRR (Valkyrie),,,604442597.0
2024-06-04 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-04 00:00:00,BTCO (Invesco Galaxy),,,513900000.0
2024-06-04 00:00:00,BTCW (WisdomTree),,,90938610.0
2024-06-04 00:00:00,DEFI (Hashdex),,,12910000.0
2024-06-04 00:00:00,EZBC (Franklin Templeton),,,433240000.0
2024-06-04 00:00:00,FBTC (Fidelity),,,12014834819.0
2024-06-04 00:00:00,GBTC (Grayscale),,,20092929215.0
2024-06-04 00:00:00,HODL (VanEck),,,705463497.0
2024-06-04 00:00:00,IBIT (BlackRock),,,20542496739.0
2024-06-04 00:00:00,TOTAL,,,61151569440.0
2024-06-05 00:00:00,ARKB (Ark 21Shares),,,3575641196.0
2024-06-05 00:00:00,BITB (Bitwise),,,2708952454.0
2024-06-05 00:00:00,BRRR (Valkyrie),,,611386526.0
2024-06-05 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-05 00:00:00,BTCO (Invesco Galaxy),,,520100000.0
2024-06-05 00:00:00,BTCW (WisdomTree),,,91741450.0
2024-06-05 00:00:00,DEFI (Hashdex),,,13060000.0
2024-06-05 00:00:00,EZBC (Franklin Templeton),,,437070000.0
2024-06-05 00:00:00,FBTC (Fidelity),,,12346747984.0
2024-06-05 00:00:00,GBTC (Grayscale),,,20357176358.0
2024-06-05 00:00:00,HODL (VanEck),,,715752208.0
2024-06-05 00:00:00,IBIT (BlackRock),,,21000622052.0
2024-06-05 00:00:00,TOTAL,,,62378250228.0
2024-06-06 00:00:00,ARKB (Ark 21Shares),,,3464843866.0
2024-06-06 00:00:00,BITB (Bitwise),,,2695122019.0
2024-06-06 00:00:00,BRRR (Valkyrie),,,608964125.0
2024-06-06 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-06 00:00:00,BTCO (Invesco Galaxy),,,517600000.0
2024-06-06 00:00:00,BTCW (WisdomTree),,,91378580.0
2024-06-06 00:00:00,DEFI (Hashdex),,,12900000.0
2024-06-06 00:00:00,EZBC (Franklin Templeton),,,435340000.0
2024-06-06 00:00:00,FBTC (Fidelity),,,12280581386.0
2024-06-06 00:00:00,GBTC (Grayscale),,,20124647767.0
2024-06-06 00:00:00,HODL (VanEck),,,716944161.0
2024-06-06 00:00:00,IBIT (BlackRock),,,21072230164.0
2024-06-06 00:00:00,TOTAL,,,62020552068.0
2024-06-07 00:00:00,ARKB (Ark 21Shares),,,3387072140.0
2024-06-07 00:00:00,BITB (Bitwise),,,2621353523.0
2024-06-07 00:00:00,BRRR (Valkyrie),,,594080831.0
2024-06-07 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-07 00:00:00,BTCO (Invesco Galaxy),,,508300000.0
2024-06-07 00:00:00,BTCW (WisdomTree),,,89145870.0
2024-06-07 00:00:00,DEFI (Hashdex),,,12690000.0
2024-06-07 00:00:00,EZBC (Franklin Templeton),,,424700000.0
2024-06-07 00:00:00,FBTC (Fidelity),,,11977611614.0
2024-06-07 00:00:00,GBTC (Grayscale),,,19757235484.0
2024-06-07 00:00:00,HODL (VanEck),,,701481023.0
2024-06-07 00:00:00,IBIT (BlackRock),,,20898601296.0
2024-06-07 00:00:00,TOTAL,,,60972271781.0
2024-06-10 00:00:00,ARKB (Ark 21Shares),,,3414281064.0
2024-06-10 00:00:00,BITB (Bitwise),,,2650009030.0
2024-06-10 00:00:00,BRRR (Valkyrie),,,598844347.0
2024-06-10 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-10 00:00:00,BTCO (Invesco Galaxy),,,510400000.0
2024-06-10 00:00:00,BTCW (WisdomTree),,,89862510.0
2024-06-10 00:00:00,DEFI (Hashdex),,,12720000.0
2024-06-10 00:00:00,EZBC (Franklin Templeton),,,428120000.0
2024-06-10 00:00:00,FBTC (Fidelity),,,12090179119.0
2024-06-10 00:00:00,GBTC (Grayscale),,,19778813429.0
2024-06-10 00:00:00,HODL (VanEck),,,707074059.0
2024-06-10 00:00:00,IBIT (BlackRock),,,21235923169.0
2024-06-10 00:00:00,TOTAL,,,61516226727.0
2024-06-11 00:00:00,ARKB (Ark 21Shares),,,3241737701.0
2024-06-11 00:00:00,BITB (Bitwise),,,2548185600.0
2024-06-11 00:00:00,BRRR (Valkyrie),,,563233531.0
2024-06-11 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-11 00:00:00,BTCO (Invesco Galaxy),,,475200000.0
2024-06-11 00:00:00,BTCW (WisdomTree),,,86807890.0
2024-06-11 00:00:00,DEFI (Hashdex),,,12340000.0
2024-06-11 00:00:00,EZBC (Franklin Templeton),,,413560000.0
2024-06-11 00:00:00,FBTC (Fidelity),,,11675013899.0
2024-06-11 00:00:00,GBTC (Grayscale),,,19132359452.0
2024-06-11 00:00:00,HODL (VanEck),,,682938391.0
2024-06-11 00:00:00,IBIT (BlackRock),,,20520028411.0
2024-06-11 00:00:00,TOTAL,,,59351404875.0
2024-06-12 00:00:00,ARKB (Ark 21Shares),,,3305250124.0
2024-06-12 00:00:00,BITB (Bitwise),,,2605942297.0
2024-06-12 00:00:00,BRRR (Valkyrie),,,572783163.0
2024-06-12 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-12 00:00:00,BTCO (Invesco Galaxy),,,476000000.0
2024-06-12 00:00:00,BTCW (WisdomTree),,,88280320.0
2024-06-12 00:00:00,DEFI (Hashdex),,,12370000.0
2024-06-12 00:00:00,EZBC (Franklin Templeton),,,420580000.0
2024-06-12 00:00:00,FBTC (Fidelity),,,11874082250.0
2024-06-12 00:00:00,GBTC (Grayscale),,,19067563763.0
2024-06-12 00:00:00,HODL (VanEck),,,690602177.0
2024-06-12 00:00:00,IBIT (BlackRock),,,20867988399.0
2024-06-12 00:00:00,TOTAL,,,59981442493.0
2024-06-13 00:00:00,ARKB (Ark 21Shares),,,3169925436.0
2024-06-13 00:00:00,BITB (Bitwise),,,2540501500.0
2024-06-13 00:00:00,BRRR (Valkyrie),,,558306000.0
2024-06-13 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-13 00:00:00,BTCO (Invesco Galaxy),,,469318500.0
2024-06-13 00:00:00,BTCW (WisdomTree),,,86070600.0
2024-06-13 00:00:00,DEFI (Hashdex),,,12190000.0
2024-06-13 00:00:00,EZBC (Franklin Templeton),,,410114000.0
2024-06-13 00:00:00,FBTC (Fidelity),,,11522653032.0
2024-06-13 00:00:00,GBTC (Grayscale),,,18787072617.0
2024-06-13 00:00:00,HODL (VanEck),,,673480500.0
2024-06-13 00:00:00,IBIT (BlackRock),,,20360000000.0
2024-06-13 00:00:00,TOTAL,,,58589632185.0
2024-06-14 00:00:00,ARKB (Ark 21Shares),,,3060382384.0
2024-06-14 00:00:00,BITB (Bitwise),,,2475523536.0
2024-06-14 00:00:00,BRRR (Valkyrie),,,547801829.0
2024-06-14 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-14 00:00:00,BTCO (Invesco Galaxy),,,458900000.0
2024-06-14 00:00:00,BTCW (WisdomTree),,,84431220.0
2024-06-14 00:00:00,DEFI (Hashdex),,,11960000.0
2024-06-14 00:00:00,EZBC (Franklin Templeton),,,402240000.0
2024-06-14 00:00:00,FBTC (Fidelity),,,11224031376.0
2024-06-14 00:00:00,GBTC (Grayscale),,,18406174617.0
2024-06-14 00:00:00,HODL (VanEck),,,660550208.0
2024-06-14 00:00:00,IBIT (BlackRock),,,19990595670.0
2024-06-14 00:00:00,TOTAL,,,57322590840.0
2024-06-17 00:00:00,ARKB (Ark 21Shares),,,3072942427.0
2024-06-17 00:00:00,BITB (Bitwise),,,2529084097.0
2024-06-17 00:00:00,BRRR (Valkyrie),,,559001534.0
2024-06-17 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-17 00:00:00,BTCO (Invesco Galaxy),,,464200000.0
2024-06-17 00:00:00,BTCW (WisdomTree),,,86159170.0
2024-06-17 00:00:00,DEFI (Hashdex),,,12200000.0
2024-06-17 00:00:00,EZBC (Franklin Templeton),,,410470000.0
2024-06-17 00:00:00,FBTC (Fidelity),,,11362019591.0
2024-06-17 00:00:00,GBTC (Grayscale),,,18679232454.0
2024-06-17 00:00:00,HODL (VanEck),,,674105250.0
2024-06-17 00:00:00,IBIT (BlackRock),,,20400916399.0
2024-06-17 00:00:00,TOTAL,,,58250330922.0
2024-06-18 00:00:00,ARKB (Ark 21Shares),,,2964023022.0
2024-06-18 00:00:00,BITB (Bitwise),,,2432422936.0
2024-06-18 00:00:00,BRRR (Valkyrie),,,539187325.0
2024-06-18 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-18 00:00:00,BTCO (Invesco Galaxy),,,448300000.0
2024-06-18 00:00:00,BTCW (WisdomTree),,,83105760.0
2024-06-18 00:00:00,DEFI (Hashdex),,,11770000.0
2024-06-18 00:00:00,EZBC (Franklin Templeton),,,395930000.0
2024-06-18 00:00:00,FBTC (Fidelity),,,10874135355.0
2024-06-18 00:00:00,GBTC (Grayscale),,,18045363615.0
2024-06-18 00:00:00,HODL (VanEck),,,646610499.0
2024-06-18 00:00:00,IBIT (BlackRock),,,19677731475.0
2024-06-18 00:00:00,TOTAL,,,56118579987.0
2024-06-20 00:00:00,ARKB (Ark 21Shares),,,2989390616.0
2024-06-20 00:00:00,BITB (Bitwise),,,2421754277.0
2024-06-20 00:00:00,BRRR (Valkyrie),,,543803892.0
2024-06-20 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-20 00:00:00,BTCO (Invesco Galaxy),,,452800000.0
2024-06-20 00:00:00,BTCW (WisdomTree),,,83818460.0
2024-06-20 00:00:00,DEFI (Hashdex),,,11880000.0
2024-06-20 00:00:00,EZBC (Franklin Templeton),,,399320000.0
2024-06-20 00:00:00,FBTC (Fidelity),,,10918153358.0
2024-06-20 00:00:00,GBTC (Grayscale),,,18148829956.0
2024-06-20 00:00:00,HODL (VanEck),,,652124149.0
2024-06-20 00:00:00,IBIT (BlackRock),,,19846270300.0
2024-06-20 00:00:00,TOTAL,,,56468145008.0
2024-06-21 00:00:00,ARKB (Ark 21Shares),,,2918735045.0
2024-06-21 00:00:00,BITB (Bitwise),,,2387847929.0
2024-06-21 00:00:00,BRRR (Valkyrie),,,536188758.0
2024-06-21 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-21 00:00:00,BTCO (Invesco Galaxy),,,445200000.0
2024-06-21 00:00:00,BTCW (WisdomTree),,,82645280.0
2024-06-21 00:00:00,DEFI (Hashdex),,,11730000.0
2024-06-21 00:00:00,EZBC (Franklin Templeton),,,393730000.0
2024-06-21 00:00:00,FBTC (Fidelity),,,10721396044.0
2024-06-21 00:00:00,GBTC (Grayscale),,,17872337917.0
2024-06-21 00:00:00,HODL (VanEck),,,639368140.0
2024-06-21 00:00:00,IBIT (BlackRock),,,19569794497.0
2024-06-21 00:00:00,TOTAL,,,55578973610.0
2024-06-24 00:00:00,ARKB (Ark 21Shares),,,2725282275.0
2024-06-24 00:00:00,BITB (Bitwise),,,2227288475.0
2024-06-24 00:00:00,BRRR (Valkyrie),,,501963629.0
2024-06-24 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-24 00:00:00,BTCO (Invesco Galaxy),,,411000000.0
2024-06-24 00:00:00,BTCW (WisdomTree),,,77371590.0
2024-06-24 00:00:00,DEFI (Hashdex),,,10810000.0
2024-06-24 00:00:00,EZBC (Franklin Templeton),,,370350000.0
2024-06-24 00:00:00,FBTC (Fidelity),,,9958134188.0
2024-06-24 00:00:00,GBTC (Grayscale),,,16451331711.0
2024-06-24 00:00:00,HODL (VanEck),,,598563519.0
2024-06-24 00:00:00,IBIT (BlackRock),,,18320522243.0
2024-06-24 00:00:00,TOTAL,,,51652617630.0
2024-06-25 00:00:00,ARKB (Ark 21Shares),,,2816285900.0
2024-06-25 00:00:00,BITB (Bitwise),,,2316989674.0
2024-06-25 00:00:00,BRRR (Valkyrie),,,518751314.0
2024-06-25 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-25 00:00:00,BTCO (Invesco Galaxy),,,427200000.0
2024-06-25 00:00:00,BTCW (WisdomTree),,,79959750.0
2024-06-25 00:00:00,DEFI (Hashdex),,,11340000.0
2024-06-25 00:00:00,EZBC (Franklin Templeton),,,382761000.0
2024-06-25 00:00:00,FBTC (Fidelity),,,10337985830.0
2024-06-25 00:00:00,GBTC (Grayscale),,,17136165004.0
2024-06-25 00:00:00,HODL (VanEck),,,608061293.0
2024-06-25 00:00:00,IBIT (BlackRock),,,18933347892.0
2024-06-25 00:00:00,TOTAL,,,53568847657.0
2024-06-26 00:00:00,ARKB (Ark 21Shares),,,2753138520.0
2024-06-26 00:00:00,BITB (Bitwise),,,2273735400.0
2024-06-26 00:00:00,BRRR (Valkyrie),,,509107800.0
2024-06-26 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-26 00:00:00,BTCO (Invesco Galaxy),,,419807700.0
2024-06-26 00:00:00,BTCW (WisdomTree),,,78476850.0
2024-06-26 00:00:00,DEFI (Hashdex),,,11140000.0
2024-06-26 00:00:00,EZBC (Franklin Templeton),,,354460000.0
2024-06-26 00:00:00,FBTC (Fidelity),,,10201873154.0
2024-06-26 00:00:00,GBTC (Grayscale),,,16844720113.0
2024-06-26 00:00:00,HODL (VanEck),,,596840000.0
2024-06-26 00:00:00,IBIT (BlackRock),,,18582631200.0
2024-06-26 00:00:00,TOTAL,,,52625930737.0
2024-06-27 00:00:00,ARKB (Ark 21Shares),,,2785729954.0
2024-06-27 00:00:00,BITB (Bitwise),,,2307381789.0
2024-06-27 00:00:00,BRRR (Valkyrie),,,514882200.0
2024-06-27 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-27 00:00:00,BTCO (Invesco Galaxy),,,423100000.0
2024-06-27 00:00:00,BTCW (WisdomTree),,,79351640.0
2024-06-27 00:00:00,DEFI (Hashdex),,,11220000.0
2024-06-27 00:00:00,EZBC (Franklin Templeton),,,358383000.0
2024-06-27 00:00:00,FBTC (Fidelity),,,10320928407.0
2024-06-27 00:00:00,GBTC (Grayscale),,,16927948358.0
2024-06-27 00:00:00,HODL (VanEck),,,610447828.0
2024-06-27 00:00:00,IBIT (BlackRock),,,18789113465.0
2024-06-27 00:00:00,TOTAL,,,53128486641.0
2024-06-28 00:00:00,ARKB (Ark 21Shares),,,2775957806.0
2024-06-28 00:00:00,BITB (Bitwise),,,2263839418.0
2024-06-28 00:00:00,BRRR (Valkyrie),,,505083297.0
2024-06-28 00:00:00,BTC (Grayscale Mini),0.0,,
2024-06-28 00:00:00,BTCO (Invesco Galaxy),,,416400000.0
2024-06-28 00:00:00,BTCW (WisdomTree),,,77854570.0
2024-06-28 00:00:00,DEFI (Hashdex),,,10950000.0
2024-06-28 00:00:00,EZBC (Franklin Templeton),,,355160000.0
2024-06-28 00:00:00,FBTC (Fidelity),,,10088964313.0
2024-06-28 00:00:00,GBTC (Grayscale),,,16533313721.0
2024-06-28 00:00:00,HODL (VanEck),,,598925333.0
2024-06-28 00:00:00,IBIT (BlackRock),,,18434465078.0
2024-06-28 00:00:00,TOTAL,,,52060913536.0
2024-07-01 00:00:00,ARKB (Ark 21Shares),,,2925452059.0
2024-07-01 00:00:00,BITB (Bitwise),,,2416845492.0
2024-07-01 00:00:00,BRRR (Valkyrie),,,529974070.0
2024-07-01 00:00:00,BTC (Grayscale Mini),0.0,,
2024-07-01 00:00:00,BTCO (Invesco Galaxy),,,438700000.0
2024-07-01 00:00:00,BTCW (WisdomTree),,,81692960.0
2024-07-01 00:00:00,DEFI (Hashdex),,,11570000.0
2024-07-01 00:00:00,EZBC (Franklin Templeton),,,372670000.0
2024-07-01 00:00:00,FBTC (Fidelity),,,10664197231.0
